step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
2220,0.7224,0.096643,1.602905,0.000000,0.096350,1.848314,0.000000,0.399758,8.406879,0.000000
2240,0.7289,0.096944,1.617855,0.000000,0.096792,1.842703,0.000000,0.399330,8.434672,0.000000
2260,0.7354,0.097580,1.625844,0.000000,0.097366,1.869730,0.000000,0.401076,8.418081,0.000000
2280,0.7419,0.097605,1.629576,0.000000,0.097536,1.874174,0.000000,0.401711,8.690469,0.000000
2300,0.7484,0.097677,1.644447,0.000000,0.098185,1.943112,0.000000,0.401325,8.953378,0.000000
2320,0.7549,0.097934,1.619416,0.000000,0.098431,1.914348,0.000000,0.401088,8.985801,0.000000
2340,0.7614,0.098286,1.618511,0.000000,0.099053,1.964187,0.000000,0.402440,9.271927,0.000000
2360,0.7679,0.099160,1.645793,0.000000,0.099343,1.979893,0.000000,0.402692,9.409615,0.000000
2380,0.7744,0.099318,1.676954,0.000000,0.099788,2.021117,0.000000,0.403127,9.450273,0.000000
2400,0.7809,0.099504,1.673869,0.000000,0.100554,2.048351,0.000000,0.404076,9.444583,0.000000
2420,0.7874,0.099952,1.673233,0.000000,0.100727,2.059761,0.000000,0.403254,9.719121,0.000000
2440,0.7939,0.100463,1.665271,0.000000,0.100994,2.062113,0.000000,0.404509,9.779537,0.000000
2460,0.8005,0.100326,1.671019,0.000000,0.101098,2.108126,0.000000,0.403066,9.810685,0.000000
2480,0.807,0.100439,1.659873,0.000000,0.100875,2.121856,0.000000,0.403094,9.798961,0.000000
2500,0.8135,0.100862,1.664673,0.000000,0.101171,2.094380,0.000000,0.402715,9.530995,0.000000
2520,0.82,0.101051,1.686629,0.000000,0.101859,2.077197,0.000000,0.404913,9.403910,0.000000
2540,0.8265,0.101595,1.674384,0.000000,0.102554,2.062765,0.000000,0.406936,9.397646,0.000000
2560,0.833,0.102146,1.637647,0.000000,0.102465,2.073954,0.000000,0.407470,9.348807,0.000000
2580,0.8395,0.102283,1.624658,0.000000,0.102452,2.061234,0.000000,0.406639,9.410322,0.000000
2600,0.846,0.102361,1.645275,0.000000,0.102936,2.039495,0.000000,0.407013,9.503984,0.000000
2620,0.8525,0.102524,1.681182,0.000000,0.103504,2.012313,0.000000,0.408866,9.597698,0.000000
2640,0.859,0.103031,1.732956,0.000000,0.103277,2.006340,0.000000,0.407417,9.679114,0.000000
2660,0.8655,0.103150,1.782380,0.000000,0.103235,2.010072,0.000000,0.406713,9.872817,0.000000
2680,0.872,0.103209,1.810682,0.000000,0.103842,1.986232,0.000000,0.408148,9.891951,0.000000
2700,0.8785,0.103278,1.795441,0.000000,0.104026,2.000449,0.000000,0.408479,9.950337,0.000000
2720,0.8851,0.103638,1.757733,0.000000,0.104677,1.955793,0.000000,0.406442,9.866961,0.000000
2740,0.8916,0.104229,1.738071,0.000000,0.105308,1.958487,0.000000,0.406125,10.079656,0.000000
2760,0.8981,0.103974,1.702368,0.000000,0.104894,2.010732,0.000000,0.406622,10.160838,0.000000
