step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
107,0.0348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333247,3.350144,0.000000
108,0.0351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.334334,3.351387,0.000000
109,0.0355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.335453,3.358802,0.000000
110,0.0358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.336545,3.367948,0.000000
111,0.0361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.337620,3.378428,0.000000
112,0.0364,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.338760,3.389557,0.000000
113,0.0368,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.339937,3.405426,0.000000
114,0.0371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.341124,3.422857,0.000000
115,0.0374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.342338,3.443385,0.000000
116,0.0377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.343561,3.467772,0.000000
117,0.0381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.344835,3.494060,0.000000
118,0.0384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.346070,3.518442,0.000000
119,0.0387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.347287,3.539657,0.000000
120,0.039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.348460,3.558545,0.000000
121,0.0394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.349602,3.574917,0.000000
122,0.0397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.350710,3.590552,0.000000
123,0.04,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.351779,3.606216,0.000000
124,0.0403,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.352794,3.620763,0.000000
125,0.0407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.353767,3.636003,0.000000
126,0.041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.354720,3.649287,0.000000
127,0.0413,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.355659,3.661541,0.000000
128,0.0416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.356489,3.670351,0.000000
129,0.042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.357358,3.678524,0.000000
130,0.0423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.358237,3.684958,0.000000
131,0.0426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.359134,3.687413,0.000000
132,0.043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.360028,3.690070,0.000000
133,0.0433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.360985,3.694250,0.000000
134,0.0436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.362027,3.696987,0.000000
135,0.0439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.363096,3.699630,0.000000
136,0.0443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.364153,3.706026,0.000000
137,0.0446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.365215,3.715597,0.000000
138,0.0449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.366313,3.726276,0.000000
139,0.0452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.367500,3.738424,0.000000
140,0.0456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.368813,3.747070,0.000000
141,0.0459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.370192,3.752626,0.000000
142,0.0462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.371674,3.751628,0.000000
143,0.0465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.373170,3.749366,0.000000
144,0.0469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.374661,3.742940,0.000000
145,0.0472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.376112,3.739779,0.000000
146,0.0475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.377478,3.735259,0.000000
147,0.0478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378825,3.727188,0.000000
148,0.0482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380172,3.740003,0.000000
149,0.0485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381514,3.745047,0.000000
150,0.0488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.382877,3.744052,0.000000
151,0.0491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.384248,3.741936,0.000000
152,0.0495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.385636,3.740519,0.000000
