step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
2220,0.7224,0.085395,2.259702,0.000000,0.088513,1.799233,0.000000,0.000000,0.000000,0.000000
2240,0.7289,0.085213,2.301050,0.000000,0.088825,1.811911,0.000000,0.000000,0.000000,0.000000
2260,0.7354,0.085289,2.326890,0.000000,0.089347,1.895200,0.000000,0.000000,0.000000,0.000000
2280,0.7419,0.085518,2.331282,0.000000,0.089597,1.874175,0.000000,0.000000,0.000000,0.000000
2300,0.7484,0.085801,2.317272,0.000000,0.090385,1.873882,0.000000,0.000000,0.000000,0.000000
2320,0.7549,0.086232,2.302985,0.000000,0.090929,1.825103,0.000000,0.000000,0.000000,0.000000
2340,0.7614,0.086411,2.338725,0.000000,0.091216,1.818158,0.000000,0.000000,0.000000,0.000000
2360,0.7679,0.086549,2.373270,0.000000,0.091592,1.779061,0.000000,0.000000,0.000000,0.000000
2380,0.7744,0.086747,2.365653,0.000000,0.091532,1.789466,0.000000,0.000000,0.000000,0.000000
2400,0.7809,0.087138,2.358276,0.000000,0.091844,1.783710,0.000000,0.000000,0.000000,0.000000
2420,0.7874,0.087325,2.407811,0.000000,0.092137,1.781593,0.000000,0.000000,0.000000,0.000000
2440,0.7939,0.087870,2.396932,0.000000,0.092512,1.786565,0.000000,0.000000,0.000000,0.000000
2460,0.8005,0.087766,2.441009,0.000000,0.092901,1.794464,0.000000,0.000000,0.000000,0.000000
2480,0.807,0.087752,2.452390,0.000000,0.093396,1.803310,0.000000,0.000000,0.000000,0.000000
2500,0.8135,0.087831,2.474722,0.000000,0.093687,1.808823,0.000000,0.000000,0.000000,0.000000
2520,0.82,0.088317,2.446057,0.000000,0.094138,1.810746,0.000000,0.000000,0.000000,0.000000
2540,0.8265,0.088399,2.428136,0.000000,0.094862,1.811642,0.000000,0.000000,0.000000,0.000000
2560,0.833,0.088579,2.416369,0.000000,0.095050,1.811842,0.000000,0.000000,0.000000,0.000000
2580,0.8395,0.088928,2.409594,0.000000,0.095172,1.803617,0.000000,0.000000,0.000000,0.000000
2600,0.846,0.089403,2.400088,0.000000,0.095385,1.796915,0.000000,0.000000,0.000000,0.000000
2620,0.8525,0.090392,2.411053,0.000000,0.095667,1.824486,0.000000,0.000000,0.000000,0.000000
2640,0.859,0.091042,2.362079,0.000000,0.096362,1.852677,0.000000,0.000000,0.000000,0.000000
2660,0.8655,0.091592,2.333420,0.000000,0.096699,1.823921,0.000000,0.000000,0.000000,0.000000
2680,0.872,0.091584,2.378122,0.000000,0.096839,1.834706,0.000000,0.000000,0.000000,0.000000
2700,0.8785,0.091450,2.349426,0.000000,0.096733,1.906400,0.000000,0.000000,0.000000,0.000000
2720,0.8851,0.091385,2.292846,0.000000,0.096977,1.926984,0.000000,0.000000,0.000000,0.000000
2740,0.8916,0.091385,2.245652,0.000000,0.097215,2.001079,0.000000,0.000000,0.000000,0.000000
2760,0.8981,0.091274,2.258569,0.000000,0.097456,2.040115,0.000000,0.000000,0.000000,0.000000
2780,0.9046,0.091761,2.299278,0.000000,0.097878,2.065822,0.000000,0.000000,0.000000,0.000000
2800,0.9111,0.091806,2.286538,0.000000,0.098185,2.106024,0.000000,0.000000,0.000000,0.000000
2820,0.9176,0.091893,2.291003,0.000000,0.098339,2.037356,0.000000,0.000000,0.000000,0.000000
2840,0.9241,0.092029,2.298055,0.000000,0.098940,2.078587,0.000000,0.000000,0.000000,0.000000
2860,0.9306,0.092180,2.299076,0.000000,0.099131,2.055606,0.000000,0.000000,0.000000,0.000000
2880,0.9371,0.092667,2.297633,0.000000,0.099391,2.014414,0.000000,0.000000,0.000000,0.000000
2900,0.9436,0.092983,2.295734,0.000000,0.099426,1.978052,0.000000,0.000000,0.000000,0.000000
2920,0.9501,0.093253,2.322832,0.000000,0.099555,1.961377,0.000000,0.000000,0.000000,0.000000
2940,0.9566,0.093688,2.361063,0.000000,0.099978,1.946862,0.000000,0.000000,0.000000,0.000000
2960,0.9631,0.093692,2.328683,0.000000,0.100320,1.965032,0.000000,0.000000,0.000000,0.000000
2980,0.9697,0.094060,2.293739,0.000000,0.101026,1.936273,0.000000,0.000000,0.000000,0.000000
3000,0.9762,0.094259,2.238772,0.000000,0.101554,1.920617,0.000000,0.000000,0.000000,0.000000
3020,0.9827,0.094741,2.199854,0.000000,0.101692,1.948118,0.000000,0.000000,0.000000,0.000000
3040,0.9892,0.094995,2.209125,0.000000,0.101780,1.925980,0.000000,0.000000,0.000000,0.000000
3060,0.9957,0.095261,2.258432,0.000000,0.101717,1.894958,0.000000,0.000000,0.000000,0.000000
3080,1.002,0.095383,2.278952,0.000000,0.101944,1.921171,0.000000,0.000000,0.000000,0.000000
3100,1.0085,0.095889,2.276209,0.000000,0.102540,1.899879,0.000000,0.000000,0.000000,0.000000
3120,1.015,0.096294,2.250793,0.000000,0.103062,1.887177,0.000000,0.000000,0.000000,0.000000
3140,1.0215,0.096374,2.233606,0.000000,0.103346,1.906417,0.000000,0.000000,0.000000,0.000000
3160,1.028,0.096714,2.231449,0.000000,0.103547,1.948610,0.000000,0.000000,0.000000,0.000000
