step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
2680,0.872,0.001222,0.005231,0.000000,0.001192,0.006046,0.000000,0.000000,0.000000,0.000000
2700,0.8785,0.001220,0.005221,0.000000,0.001190,0.006034,0.000000,0.000000,0.000000,0.000000
2720,0.8851,0.001218,0.005210,0.000000,0.001187,0.006022,0.000000,0.000000,0.000000,0.000000
2740,0.8916,0.001215,0.005200,0.000000,0.001185,0.006010,0.000000,0.000000,0.000000,0.000000
2760,0.8981,0.001213,0.005189,0.000000,0.001182,0.005998,0.000000,0.000000,0.000000,0.000000
2780,0.9046,0.001210,0.005179,0.000000,0.001180,0.005986,0.000000,0.000000,0.000000,0.000000
2800,0.9111,0.001208,0.005169,0.000000,0.001178,0.005974,0.000000,0.000000,0.000000,0.000000
2820,0.9176,0.001206,0.005158,0.000000,0.001175,0.005962,0.000000,0.000000,0.000000,0.000000
2840,0.9241,0.001203,0.005148,0.000000,0.001173,0.005950,0.000000,0.000000,0.000000,0.000000
2860,0.9306,0.001201,0.005138,0.000000,0.001171,0.005938,0.000000,0.000000,0.000000,0.000000
2880,0.9371,0.001198,0.005127,0.000000,0.001168,0.005927,0.000000,0.000000,0.000000,0.000000
2900,0.9436,0.001196,0.005117,0.000000,0.001166,0.005915,0.000000,0.000000,0.000000,0.000000
2920,0.9501,0.001194,0.005107,0.000000,0.001164,0.005903,0.000000,0.000000,0.000000,0.000000
2940,0.9566,0.001191,0.005097,0.000000,0.001161,0.005891,0.000000,0.000000,0.000000,0.000000
2960,0.9631,0.001189,0.005087,0.000000,0.001159,0.005879,0.000000,0.000000,0.000000,0.000000
2980,0.9697,0.001186,0.005076,0.000000,0.001157,0.005868,0.000000,0.000000,0.000000,0.000000
3000,0.9762,0.001184,0.005066,0.000000,0.001154,0.005856,0.000000,0.000000,0.000000,0.000000
3020,0.9827,0.001182,0.005056,0.000000,0.001152,0.005844,0.000000,0.000000,0.000000,0.000000
3040,0.9892,0.001179,0.005046,0.000000,0.001150,0.005832,0.000000,0.000000,0.000000,0.000000
3060,0.9957,0.001177,0.005036,0.000000,0.001147,0.005821,0.000000,0.000000,0.000000,0.000000
