step,epoch,theta_L_mean,theta_L_max,theta_L_grad,theta_R_mean,theta_R_max,theta_R_grad,core_mean,core_max,core_grad
4160,1.3534,0.068730,17.118122,0.000000,0.032785,5.042307,0.000000,0.201041,14.316700,0.000000
4180,1.3599,0.068842,17.102411,0.000000,0.032321,4.671197,0.000000,0.200792,14.365832,0.000000
4200,1.3664,0.069090,16.954346,0.000000,0.031266,4.563035,0.000000,0.200997,14.415035,0.000000
4220,1.3729,0.068764,16.990490,0.000000,0.032177,4.695856,0.000000,0.201116,14.451721,0.000000
4240,1.3794,0.069039,16.922577,0.000000,0.032140,4.957542,0.000000,0.201227,14.511255,0.000000
4260,1.3859,0.069042,16.858698,0.000000,0.031888,5.090300,0.000000,0.201520,14.585759,0.000000
4280,1.3924,0.068503,16.807323,0.000000,0.031961,4.934605,0.000000,0.202095,14.700607,0.000000
4300,1.3989,0.070178,16.692574,0.000000,0.032734,4.857024,0.000000,0.202044,14.782123,0.000000
4320,1.4054,0.069967,16.774452,0.000000,0.033363,4.948112,0.000000,0.201468,14.853449,0.000000
4340,1.4119,0.070289,16.839577,0.000000,0.031919,4.873322,0.000000,0.202052,14.921204,0.000000
4360,1.4184,0.070135,16.894911,0.000000,0.032061,4.793404,0.000000,0.202293,15.002563,0.000000
4380,1.425,0.070324,16.846386,0.000000,0.032259,4.487691,0.000000,0.202395,15.103760,0.000000
4400,1.4315,0.069593,16.784725,0.000000,0.032084,4.530039,0.000000,0.202994,15.180171,0.000000
4420,1.438,0.069870,16.835016,0.000000,0.032303,4.389307,0.000000,0.203288,15.195708,0.000000
4440,1.4445,0.069063,16.581955,0.000000,0.031719,4.557471,0.000000,0.203018,15.256275,0.000000
4460,1.451,0.068516,16.383966,0.000000,0.031579,4.680947,0.000000,0.202894,15.301020,0.000000
4480,1.4575,0.068748,16.424967,0.000000,0.032189,4.647954,0.000000,0.202564,15.330595,0.000000
4500,1.464,0.068575,16.383472,0.000000,0.032258,4.414907,0.000000,0.203026,15.334285,0.000000
4520,1.4705,0.068545,16.454218,0.000000,0.031614,4.544184,0.000000,0.203369,15.428870,0.000000
4540,1.477,0.069679,16.357380,0.000000,0.032383,4.659136,0.000000,0.203414,15.456477,0.000000
4560,1.4835,0.070132,16.104410,0.000000,0.032239,4.835825,0.000000,0.203560,15.474178,0.000000
4580,1.49,0.069801,16.162600,0.000000,0.031415,5.091454,0.000000,0.203769,15.507187,0.000000
4600,1.4965,0.069104,15.866962,0.000000,0.031294,5.151544,0.000000,0.204021,15.474554,0.000000
4620,1.5031,0.069824,15.868746,0.000000,0.032324,5.260594,0.000000,0.203417,15.457169,0.000000
4640,1.5096,0.068992,16.017153,0.000000,0.032034,5.473424,0.000000,0.203095,15.534046,0.000000
4660,1.5161,0.069452,15.908967,0.000000,0.032038,5.312246,0.000000,0.203276,15.564770,0.000000
4680,1.5226,0.070350,15.758109,0.000000,0.031353,5.075432,0.000000,0.203449,15.565103,0.000000
4700,1.5291,0.069443,15.469328,0.000000,0.031906,5.165690,0.000000,0.203759,15.627928,0.000000
4720,1.5356,0.069457,15.405210,0.000000,0.032588,5.314552,0.000000,0.203902,15.681207,0.000000
4740,1.5421,0.070949,15.749741,0.000000,0.031449,5.366765,0.000000,0.203708,15.708489,0.000000
4760,1.5486,0.070688,15.476808,0.000000,0.031635,5.233738,0.000000,0.203946,15.715298,0.000000
4780,1.5551,0.070378,15.513365,0.000000,0.031925,5.212741,0.000000,0.203783,15.686387,0.000000
4800,1.5616,0.070367,15.188385,0.000000,0.032305,4.947810,0.000000,0.204362,15.713711,0.000000
4820,1.5681,0.070651,15.433386,0.000000,0.032597,4.807786,0.000000,0.204852,15.725017,0.000000
4840,1.5746,0.070350,15.804497,0.000000,0.031986,4.784458,0.000000,0.204444,15.691844,0.000000
4860,1.5811,0.070295,15.445362,0.000000,0.031419,4.763844,0.000000,0.204047,15.693165,0.000000
4880,1.5877,0.070232,15.231734,0.000000,0.032615,4.895872,0.000000,0.204089,15.661314,0.000000
4900,1.5942,0.070045,14.946427,0.000000,0.032388,5.089806,0.000000,0.203933,15.634286,0.000000
4920,1.6007,0.070256,14.866156,0.000000,0.032585,5.050178,0.000000,0.204261,15.710670,0.000000
4940,1.6072,0.070690,14.675856,0.000000,0.031824,5.064814,0.000000,0.204216,15.731044,0.000000
